seqnames,start,end,ID,Name,Description
Lcu.1GRN.Chr2,498825574,498829067,Lcu.1GRN.2g067110,Lcu.1GRN.2g067110,Receptor-like serine/threonine-protein kinase
Lcu.1GRN.Chr7,68265964,68268194,Lcu.1GRN.7g014060,Lcu.1GRN.7g014060,Receptor-like serine/threonine-protein kinase
Lcu.1GRN.Chr1,372244546,372245902,Lcu.1GRN.1g036270,Lcu.1GRN.1g036270,Rep_fac-A_C domain-containing protein
Lcu.1GRN.Chr4,480118096,480118714,Lcu.1GRN.4g069390,Lcu.1GRN.4g069390,Retrotrans_gag domain-containing protein
Lcu.1GRN.Chr7,234721366,234722472,Lcu.1GRN.7g030760,Lcu.1GRN.7g030760,Retrotransposon-related protein
Lcu.1GRN.Chr6,304035803,304037641,Lcu.1GRN.6g036520,Lcu.1GRN.6g036520,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr6,304042402,304047330,Lcu.1GRN.6g036530,Lcu.1GRN.6g036530,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr6,304051625,304054190,Lcu.1GRN.6g036540,Lcu.1GRN.6g036540,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr1,351681000,351681585,Lcu.1GRN.1g033470,Lcu.1GRN.1g033470,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr1,359274441,359274954,Lcu.1GRN.1g034510,Lcu.1GRN.1g034510,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr6,292555928,292556513,Lcu.1GRN.6g034140,Lcu.1GRN.6g034140,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr7,246974998,246975511,Lcu.1GRN.7g031950,Lcu.1GRN.7g031950,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr7,244734994,244735488,Lcu.1GRN.7g031780,Lcu.1GRN.7g031780,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr7,230182807,230183392,Lcu.1GRN.7g030330,Lcu.1GRN.7g030330,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr7,243793822,243794286,Lcu.1GRN.7g031660,Lcu.1GRN.7g031660,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr1,360215132,360220029,Lcu.1GRN.1g034680,Lcu.1GRN.1g034680,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr7,245897512,245898097,Lcu.1GRN.7g031850,Lcu.1GRN.7g031850,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr1,479488023,479488608,Lcu.1GRN.1g051310,Lcu.1GRN.1g051310,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr7,234732017,234737123,Lcu.1GRN.7g030790,Lcu.1GRN.7g030790,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr7,471091157,471097101,Lcu.1GRN.7g048630,Lcu.1GRN.7g048630,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr7,74936928,74937441,Lcu.1GRN.7g014810,Lcu.1GRN.7g014810,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr7,233551030,233554510,Lcu.1GRN.7g030690,Lcu.1GRN.7g030690,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr7,72109111,72109696,Lcu.1GRN.7g014520,Lcu.1GRN.7g014520,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr2,590770437,590773988,Lcu.1GRN.2g077840,Lcu.1GRN.2g077840,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr2,590933251,590933901,Lcu.1GRN.2g077870,Lcu.1GRN.2g077870,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr2,590940183,590941104,Lcu.1GRN.2g077880,Lcu.1GRN.2g077880,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr7,88675067,88675652,Lcu.1GRN.7g016000,Lcu.1GRN.7g016000,Retrovirus-related Pol polyprotein from transposon TNT 1-94
Lcu.1GRN.Chr7,478534502,478535091,Lcu.1GRN.7g049290,Lcu.1GRN.7g049290,Reverse transcriptase
Lcu.1GRN.Chr3,344522176,344524068,Lcu.1GRN.3g047290,Lcu.1GRN.3g047290,Reverse transcriptase domain-containing protein
Lcu.1GRN.Chr7,243801295,243801851,Lcu.1GRN.7g031670,Lcu.1GRN.7g031670,Reverse transcriptase domain-containing protein
Lcu.1GRN.Chr7,243802110,243802969,Lcu.1GRN.7g031680,Lcu.1GRN.7g031680,Reverse transcriptase domain-containing protein
Lcu.1GRN.Chr2,538113354,538115578,Lcu.1GRN.2g070920,Lcu.1GRN.2g070920,Ribonuclease H
Lcu.1GRN.Chr2,538124094,538127627,Lcu.1GRN.2g070930,Lcu.1GRN.2g070930,Ribonuclease H
Lcu.1GRN.Chr1,352240100,352241208,Lcu.1GRN.1g033580,Lcu.1GRN.1g033580,Ribonuclease H
Lcu.1GRN.Chr1,352662168,352664410,Lcu.1GRN.1g033600,Lcu.1GRN.1g033600,Ribonuclease H
Lcu.1GRN.Chr2,501949147,501950928,Lcu.1GRN.2g067260,Lcu.1GRN.2g067260,Ribonuclease H
Lcu.1GRN.Chr2,502391100,502392881,Lcu.1GRN.2g067310,Lcu.1GRN.2g067310,Ribonuclease H
Lcu.1GRN.Chr2,502419754,502421535,Lcu.1GRN.2g067330,Lcu.1GRN.2g067330,Ribonuclease H
Lcu.1GRN.Chr1,364116860,364118842,Lcu.1GRN.1g035250,Lcu.1GRN.1g035250,Ribonuclease H
Lcu.1GRN.Chr1,370571991,370572776,Lcu.1GRN.1g036070,Lcu.1GRN.1g036070,Ribonuclease H
Lcu.1GRN.Chr7,235447145,235450398,Lcu.1GRN.7g030910,Lcu.1GRN.7g030910,Ribonuclease H
Lcu.1GRN.Chr7,235654631,235655740,Lcu.1GRN.7g030920,Lcu.1GRN.7g030920,Ribonuclease H
Lcu.1GRN.Chr6,292800132,292802561,Lcu.1GRN.6g034180,Lcu.1GRN.6g034180,Ribonuclease H
Lcu.1GRN.Chr3,345218119,345220047,Lcu.1GRN.3g047440,Lcu.1GRN.3g047440,Ribonuclease H
Lcu.1GRN.Chr7,246526402,246529038,Lcu.1GRN.7g031930,Lcu.1GRN.7g031930,Ribonuclease H
Lcu.1GRN.Chr2,498162725,498166147,Lcu.1GRN.2g067040,Lcu.1GRN.2g067040,Ribonuclease H
Lcu.1GRN.Chr7,240408585,240410051,Lcu.1GRN.7g031100,Lcu.1GRN.7g031100,Ribonuclease H
Lcu.1GRN.Chr7,244961925,244963745,Lcu.1GRN.7g031800,Lcu.1GRN.7g031800,Ribonuclease H
Lcu.1GRN.Chr7,228601788,228604786,Lcu.1GRN.7g030130,Lcu.1GRN.7g030130,Ribonuclease H
Lcu.1GRN.Chr7,243729906,243733646,Lcu.1GRN.7g031630,Lcu.1GRN.7g031630,Ribonuclease H
Lcu.1GRN.Chr1,360194029,360197192,Lcu.1GRN.1g034670,Lcu.1GRN.1g034670,Ribonuclease H
Lcu.1GRN.Chr1,372201843,372205480,Lcu.1GRN.1g036260,Lcu.1GRN.1g036260,Ribonuclease H
Lcu.1GRN.Chr1,372415243,372419234,Lcu.1GRN.1g036280,Lcu.1GRN.1g036280,Ribonuclease H
Lcu.1GRN.Chr2,499455943,499457325,Lcu.1GRN.2g067190,Lcu.1GRN.2g067190,Ribonuclease H
Lcu.1GRN.Chr7,233685813,233687257,Lcu.1GRN.7g030700,Lcu.1GRN.7g030700,Ribonuclease H
Lcu.1GRN.Chr7,233704646,233707478,Lcu.1GRN.7g030710,Lcu.1GRN.7g030710,Ribonuclease H
Lcu.1GRN.Chr7,72800756,72804178,Lcu.1GRN.7g014610,Lcu.1GRN.7g014610,Ribonuclease H
Lcu.1GRN.Chr7,72831635,72832669,Lcu.1GRN.7g014630,Lcu.1GRN.7g014630,Ribonuclease H
Lcu.1GRN.Chr2,590953060,590956999,Lcu.1GRN.2g077890,Lcu.1GRN.2g077890,Ribonuclease H
Lcu.1GRN.Chr3,10528136,10530118,Lcu.1GRN.3g002480,Lcu.1GRN.3g002480,Ribonuclease H
Lcu.1GRN.Chr3,10771813,10772922,Lcu.1GRN.3g002490,Lcu.1GRN.3g002490,Ribonuclease H
Lcu.1GRN.Chr3,10878304,10880981,Lcu.1GRN.3g002500,Lcu.1GRN.3g002500,Ribonuclease H
Lcu.1GRN.Chr7,88269914,88272139,Lcu.1GRN.7g015930,Lcu.1GRN.7g015930,Ribonuclease H
Lcu.1GRN.Chr1,413356119,413359052,Lcu.1GRN.1g042090,Lcu.1GRN.1g042090,Ribonuclease H
Lcu.1GRN.Chr1,413379536,413386701,Lcu.1GRN.1g042100,Lcu.1GRN.1g042100,Ribonuclease H
Lcu.1GRN.Chr6,291561573,291564725,Lcu.1GRN.6g034060,Lcu.1GRN.6g034060,Ribonuclease H
Lcu.1GRN.Chr7,246290317,246297201,Lcu.1GRN.7g031880,Lcu.1GRN.7g031880,Ribonuclease H2 subunit C
Lcu.1GRN.Chr7,246299267,246306791,Lcu.1GRN.7g031890,Lcu.1GRN.7g031890,Ribonuclease H2 subunit C
Lcu.1GRN.Chr7,479421768,479423728,Lcu.1GRN.7g049350,Lcu.1GRN.7g049350,Ribonuclease T(2)
Lcu.1GRN.Chr7,83569281,83569673,Lcu.1GRN.7g015570,Lcu.1GRN.7g015570,Ribosomal protein S10
Lcu.1GRN.Chr7,83682121,83686056,Lcu.1GRN.7g015600,Lcu.1GRN.7g015600,Ribosomal protein S4
Lcu.1GRN.Chr1,479411336,479412421,Lcu.1GRN.1g051300,Lcu.1GRN.1g051300,Ribosomal pseudouridine synthase;  putative
Lcu.1GRN.Chr6,295689973,295690954,Lcu.1GRN.6g034610,Lcu.1GRN.6g034610,RING-H2 finger protein ATL68-like
Lcu.1GRN.Chr3,344547743,344549008,Lcu.1GRN.3g047310,Lcu.1GRN.3g047310,RING-type domain-containing protein
Lcu.1GRN.Chr1,59860831,59867355,Lcu.1GRN.1g009030,Lcu.1GRN.1g009030,RING-type domain-containing protein
Lcu.1GRN.Chr7,235967906,235968873,Lcu.1GRN.7g031000,Lcu.1GRN.7g031000,RING-type E3 ubiquitin transferase
Lcu.1GRN.Chr1,358353266,358354897,Lcu.1GRN.1g034400,Lcu.1GRN.1g034400,RING-type E3 ubiquitin transferase
Lcu.1GRN.Chr1,478751516,478756772,Lcu.1GRN.1g051180,Lcu.1GRN.1g051180,RNA polymerase II-associated protein 3
Lcu.1GRN.Chr7,241179680,241180240,Lcu.1GRN.7g031230,Lcu.1GRN.7g031230,RNA polymerase I-specific transcription initiation factor RRN3-like
Lcu.1GRN.Chr7,83693399,83693695,Lcu.1GRN.7g015620,Lcu.1GRN.7g015620,RNA-dependent RNA polymerase
Lcu.1GRN.Chr6,293610854,293612473,Lcu.1GRN.6g034350,Lcu.1GRN.6g034350,RNA-directed DNA polymerase
Lcu.1GRN.Chr6,293613563,293614162,Lcu.1GRN.6g034360,Lcu.1GRN.6g034360,RNA-directed DNA polymerase
Lcu.1GRN.Chr6,304002395,304008376,Lcu.1GRN.6g036500,Lcu.1GRN.6g036500,RNA-directed DNA polymerase
Lcu.1GRN.Chr6,304819514,304820539,Lcu.1GRN.6g036730,Lcu.1GRN.6g036730,RNA-directed DNA polymerase
Lcu.1GRN.Chr2,538418794,538419233,Lcu.1GRN.2g070960,Lcu.1GRN.2g070960,RNA-directed DNA polymerase
Lcu.1GRN.Chr2,538558843,538568003,Lcu.1GRN.2g070970,Lcu.1GRN.2g070970,RNA-directed DNA polymerase
Lcu.1GRN.Chr6,295271549,295275813,Lcu.1GRN.6g034530,Lcu.1GRN.6g034530,RNA-directed DNA polymerase
Lcu.1GRN.Chr1,362674519,362677804,Lcu.1GRN.1g035080,Lcu.1GRN.1g035080,RNA-directed DNA polymerase
Lcu.1GRN.Chr1,362967599,362969056,Lcu.1GRN.1g035100,Lcu.1GRN.1g035100,RNA-directed DNA polymerase
Lcu.1GRN.Chr6,305264886,305265422,Lcu.1GRN.6g036780,Lcu.1GRN.6g036780,RNA-directed DNA polymerase
Lcu.1GRN.Chr3,117689381,117693613,Lcu.1GRN.3g015260,Lcu.1GRN.3g015260,RNA-directed DNA polymerase
Lcu.1GRN.Chr3,117703138,117704439,Lcu.1GRN.3g015270,Lcu.1GRN.3g015270,RNA-directed DNA polymerase
Lcu.1GRN.Chr1,358505449,358507268,Lcu.1GRN.1g034440,Lcu.1GRN.1g034440,RNA-directed DNA polymerase
Lcu.1GRN.Chr1,359338206,359341685,Lcu.1GRN.1g034540,Lcu.1GRN.1g034540,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,235190694,235191163,Lcu.1GRN.7g030860,Lcu.1GRN.7g030860,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,235663516,235664682,Lcu.1GRN.7g030930,Lcu.1GRN.7g030930,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,235664743,235667846,Lcu.1GRN.7g030940,Lcu.1GRN.7g030940,RNA-directed DNA polymerase
Lcu.1GRN.Chr3,344781933,344782880,Lcu.1GRN.3g047340,Lcu.1GRN.3g047340,RNA-directed DNA polymerase
Lcu.1GRN.Chr2,498154522,498158015,Lcu.1GRN.2g067030,Lcu.1GRN.2g067030,RNA-directed DNA polymerase
Lcu.1GRN.Chr2,498535684,498541831,Lcu.1GRN.2g067060,Lcu.1GRN.2g067060,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,244143678,244144147,Lcu.1GRN.7g031740,Lcu.1GRN.7g031740,RNA-directed DNA polymerase
Lcu.1GRN.Chr1,359515902,359520513,Lcu.1GRN.1g034580,Lcu.1GRN.1g034580,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,228114466,228116394,Lcu.1GRN.7g030060,Lcu.1GRN.7g030060,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,75673988,75676258,Lcu.1GRN.7g014860,Lcu.1GRN.7g014860,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,243705046,243709416,Lcu.1GRN.7g031610,Lcu.1GRN.7g031610,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,243720683,243721660,Lcu.1GRN.7g031620,Lcu.1GRN.7g031620,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,241186293,241189149,Lcu.1GRN.7g031250,Lcu.1GRN.7g031250,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,245995119,245997097,Lcu.1GRN.7g031860,Lcu.1GRN.7g031860,RNA-directed DNA polymerase
Lcu.1GRN.Chr2,505862176,505862798,Lcu.1GRN.2g067440,Lcu.1GRN.2g067440,RNA-directed DNA polymerase
Lcu.1GRN.Chr6,300953392,300953691,Lcu.1GRN.6g035710,Lcu.1GRN.6g035710,RNA-directed DNA polymerase
Lcu.1GRN.Chr6,301077500,301079968,Lcu.1GRN.6g035730,Lcu.1GRN.6g035730,RNA-directed DNA polymerase
Lcu.1GRN.Chr6,301080030,301081919,Lcu.1GRN.6g035740,Lcu.1GRN.6g035740,RNA-directed DNA polymerase
Lcu.1GRN.Chr6,301228338,301230331,Lcu.1GRN.6g035820,Lcu.1GRN.6g035820,RNA-directed DNA polymerase
Lcu.1GRN.Chr6,301324953,301326933,Lcu.1GRN.6g035830,Lcu.1GRN.6g035830,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,234979001,234979880,Lcu.1GRN.7g030850,Lcu.1GRN.7g030850,RNA-directed DNA polymerase
Lcu.1GRN.Chr1,372649936,372659876,Lcu.1GRN.1g036320,Lcu.1GRN.1g036320,RNA-directed DNA polymerase
Lcu.1GRN.Chr1,372660003,372661336,Lcu.1GRN.1g036330,Lcu.1GRN.1g036330,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,471055847,471057729,Lcu.1GRN.7g048620,Lcu.1GRN.7g048620,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,471357498,471360293,Lcu.1GRN.7g048670,Lcu.1GRN.7g048670,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,109417971,109418972,Lcu.1GRN.7g017890,Lcu.1GRN.7g017890,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,109522124,109522514,Lcu.1GRN.7g017900,Lcu.1GRN.7g017900,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,233386581,233388563,Lcu.1GRN.7g030640,Lcu.1GRN.7g030640,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,73770223,73771269,Lcu.1GRN.7g014770,Lcu.1GRN.7g014770,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,73785400,73786413,Lcu.1GRN.7g014780,Lcu.1GRN.7g014780,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,478787632,478788101,Lcu.1GRN.7g049320,Lcu.1GRN.7g049320,RNA-directed DNA polymerase
Lcu.1GRN.Chr2,506989354,506989777,Lcu.1GRN.2g067510,Lcu.1GRN.2g067510,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,72342994,72343405,Lcu.1GRN.7g014540,Lcu.1GRN.7g014540,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,72348888,72349299,Lcu.1GRN.7g014550,Lcu.1GRN.7g014550,RNA-directed DNA polymerase
Lcu.1GRN.Chr7,72354784,72355195,Lcu.1GRN.7g014560,Lcu.1GRN.7g014560,RNA-directed DNA polymerase
Lcu.1GRN.Chr2,590961179,590962695,Lcu.1GRN.2g077900,Lcu.1GRN.2g077900,RNA-directed DNA polymerase
Lcu.1GRN.Chr3,11336281,11336580,Lcu.1GRN.3g002520,Lcu.1GRN.3g002520,RNA-directed DNA polymerase
Lcu.1GRN.Chr1,412570237,412572671,Lcu.1GRN.1g041950,Lcu.1GRN.1g041950,RNA-directed DNA polymerase
Lcu.1GRN.Chr1,412572732,412576867,Lcu.1GRN.1g041960,Lcu.1GRN.1g041960,RNA-directed DNA polymerase
Lcu.1GRN.Chr1,351545227,351545663,Lcu.1GRN.1g033440,Lcu.1GRN.1g033440,RNA-directed DNA polymerase (Reverse transcriptase)
Lcu.1GRN.Chr7,228831738,228832139,Lcu.1GRN.7g030170,Lcu.1GRN.7g030170,RNA-directed DNA polymerase (Reverse transcriptase)
Lcu.1GRN.Chr7,125188387,125188788,Lcu.1GRN.7g019730,Lcu.1GRN.7g019730,RNA-directed DNA polymerase (Reverse transcriptase)
Lcu.1GRN.Chr1,359343748,359346411,Lcu.1GRN.1g034550,Lcu.1GRN.1g034550,RNase H type-1 domain-containing protein
Lcu.1GRN.Chr7,109780680,109784086,Lcu.1GRN.7g017940,Lcu.1GRN.7g017940,Sec14p-like phosphatidylinositol transfer family protein
Lcu.1GRN.Chr7,233884764,233887917,Lcu.1GRN.7g030730,Lcu.1GRN.7g030730,Sentrin-specific protease 2
Lcu.1GRN.Chr6,304054248,304058959,Lcu.1GRN.6g036550,Lcu.1GRN.6g036550,Serine/threonine protein kinase SRPK1
Lcu.1GRN.Chr3,344735335,344742209,Lcu.1GRN.3g047330,Lcu.1GRN.3g047330,serine/threonine-protein kinase PRP4 homolog
Lcu.1GRN.Chr2,590775872,590788084,Lcu.1GRN.2g077860,Lcu.1GRN.2g077860,Serine/threonine-protein phosphatase
Lcu.1GRN.Chr6,295692435,295693474,Lcu.1GRN.6g034620,Lcu.1GRN.6g034620,serine/threonine-protein phosphatase 7 long form homolog
Lcu.1GRN.Chr7,244092764,244093079,Lcu.1GRN.7g031700,Lcu.1GRN.7g031700,serine/threonine-protein phosphatase 7 long form homolog
Lcu.1GRN.Chr6,295548517,295549853,Lcu.1GRN.6g034550,Lcu.1GRN.6g034550,Serine--tRNA ligase
Lcu.1GRN.Chr7,241051714,241052895,Lcu.1GRN.7g031180,Lcu.1GRN.7g031180,shewanella-like protein phosphatase 2
Lcu.1GRN.Chr7,471735756,471787794,Lcu.1GRN.7g048740,Lcu.1GRN.7g048740,SHR-BD domain-containing protein
Lcu.1GRN.Chr1,364394435,364395040,Lcu.1GRN.1g035270,Lcu.1GRN.1g035270,SHSP domain-containing protein
Lcu.1GRN.Chr6,301182097,301198345,Lcu.1GRN.6g035780,Lcu.1GRN.6g035780,sister chromatid cohesion 1 protein 4
Lcu.1GRN.Chr7,72495798,72499788,Lcu.1GRN.7g014590,Lcu.1GRN.7g014590,Sm domain-containing protein
Lcu.1GRN.Chr1,370805140,370806104,Lcu.1GRN.1g036090,Lcu.1GRN.1g036090,Somatic embryogenesis receptor kinase 1
Lcu.1GRN.Chr1,360343437,360345516,Lcu.1GRN.1g034720,Lcu.1GRN.1g034720,Somatic embryogenesis receptor kinase 1
Lcu.1GRN.Chr7,235307495,235310500,Lcu.1GRN.7g030900,Lcu.1GRN.7g030900,Spc97/Spc98 family of spindle pole body (SBP) component
Lcu.1GRN.Chr3,344371370,344374853,Lcu.1GRN.3g047260,Lcu.1GRN.3g047260,Spermidine synthase
Lcu.1GRN.Chr1,358355894,358358965,Lcu.1GRN.1g034410,Lcu.1GRN.1g034410,Spindle and kinetochore-associated protein 1 like
Lcu.1GRN.Chr3,344654955,344661161,Lcu.1GRN.3g047320,Lcu.1GRN.3g047320,splicing factor SF3a60 homolog
Lcu.1GRN.Chr1,364096708,364098829,Lcu.1GRN.1g035210,Lcu.1GRN.1g035210,SPX and EXS domain-containing protein 1-like
Lcu.1GRN.Chr7,471664577,471666684,Lcu.1GRN.7g048700,Lcu.1GRN.7g048700,SPX and EXS domain-containing protein 1-like
Lcu.1GRN.Chr3,345155368,345156251,Lcu.1GRN.3g047400,Lcu.1GRN.3g047400,SPX domain-containing membrane protein
Lcu.1GRN.Chr7,125288910,125289248,Lcu.1GRN.7g019740,Lcu.1GRN.7g019740,SQHop_cyclase_N domain-containing protein
Lcu.1GRN.Chr1,412627540,412630002,Lcu.1GRN.1g041980,Lcu.1GRN.1g041980,Structure-specific endonuclease subunit SLX1
Lcu.1GRN.Chr1,352105188,352105721,Lcu.1GRN.1g033530,Lcu.1GRN.1g033530,Subtilase
Lcu.1GRN.Chr6,304021951,304026085,Lcu.1GRN.6g036510,Lcu.1GRN.6g036510,Subtilisin-like protease
Lcu.1GRN.Chr6,304286861,304291217,Lcu.1GRN.6g036570,Lcu.1GRN.6g036570,Subtilisin-like protease
Lcu.1GRN.Chr6,304698853,304703386,Lcu.1GRN.6g036710,Lcu.1GRN.6g036710,Subtilisin-like protease
Lcu.1GRN.Chr6,295835347,295837656,Lcu.1GRN.6g034690,Lcu.1GRN.6g034690,Subtilisin-like protease-like protein
Lcu.1GRN.Chr6,295956815,295959142,Lcu.1GRN.6g034700,Lcu.1GRN.6g034700,Subtilisin-like protease-like protein
Lcu.1GRN.Chr2,501548685,501551593,Lcu.1GRN.2g067240,Lcu.1GRN.2g067240,Sucrose synthase
Lcu.1GRN.Chr1,359991623,359993673,Lcu.1GRN.1g034660,Lcu.1GRN.1g034660,Sugar transport protein
Lcu.1GRN.Chr1,359845080,359851009,Lcu.1GRN.1g034650,Lcu.1GRN.1g034650,sugar transport protein MST4-like
Lcu.1GRN.Chr7,471669557,471670907,Lcu.1GRN.7g048720,Lcu.1GRN.7g048720,Sulfate transporter 3.1-like protein
Lcu.1GRN.Chr7,74747371,74751002,Lcu.1GRN.7g014800,Lcu.1GRN.7g014800,SURP and G-patch domain-containing protein 1-like
Lcu.1GRN.Chr7,68896544,68900339,Lcu.1GRN.7g014110,Lcu.1GRN.7g014110,synaptotagmin-5-like
Lcu.1GRN.Chr1,370802664,370804455,Lcu.1GRN.1g036080,Lcu.1GRN.1g036080,Syntaxin-132 protein
Lcu.1GRN.Chr1,358162068,358163736,Lcu.1GRN.1g034350,Lcu.1GRN.1g034350,Thiamine thiazole synthase;  chloroplastic
Lcu.1GRN.Chr7,109235364,109237333,Lcu.1GRN.7g017880,Lcu.1GRN.7g017880,Threonine synthase
Lcu.1GRN.Chr1,360325053,360330672,Lcu.1GRN.1g034710,Lcu.1GRN.1g034710,TIME FOR coffee-like protein;  putative
Lcu.1GRN.Chr1,358200383,358203596,Lcu.1GRN.1g034380,Lcu.1GRN.1g034380,TMEM135_C_rich domain-containing protein
Lcu.1GRN.Chr1,352946646,352948728,Lcu.1GRN.1g033650,Lcu.1GRN.1g033650,Tobamovirus multiplication protein 1
Lcu.1GRN.Chr6,304841259,304848530,Lcu.1GRN.6g036740,Lcu.1GRN.6g036740,TPR_REGION domain-containing protein
Lcu.1GRN.Chr6,304880400,304881483,Lcu.1GRN.6g036750,Lcu.1GRN.6g036750,TPR_REGION domain-containing protein
Lcu.1GRN.Chr7,83471273,83471620,Lcu.1GRN.7g015510,Lcu.1GRN.7g015510,TPX2 domain-containing protein
Lcu.1GRN.Chr7,83482019,83482844,Lcu.1GRN.7g015520,Lcu.1GRN.7g015520,TPX2 domain-containing protein
Lcu.1GRN.Chr7,74588440,74590038,Lcu.1GRN.7g014790,Lcu.1GRN.7g014790,transcription factor bHLH130-like
Lcu.1GRN.Chr7,73682190,73683807,Lcu.1GRN.7g014750,Lcu.1GRN.7g014750,transcription factor bHLH130-like
Lcu.1GRN.Chr1,59555138,59558079,Lcu.1GRN.1g009010,Lcu.1GRN.1g009010,Transcription initiation factor TFIID subunit 11
Lcu.1GRN.Chr1,362780897,362781536,Lcu.1GRN.1g035090,Lcu.1GRN.1g035090,Transcription repressor
Lcu.1GRN.Chr6,292992481,292992948,Lcu.1GRN.6g034220,Lcu.1GRN.6g034220,Transcription repressor
Lcu.1GRN.Chr1,372967276,372969277,Lcu.1GRN.1g036410,Lcu.1GRN.1g036410,Transmembrane emp24 domain-containing protein p24beta3-like
Lcu.1GRN.Chr3,117418172,117419235,Lcu.1GRN.3g015240,Lcu.1GRN.3g015240,Transmembrane protein
Lcu.1GRN.Chr7,240780876,240781361,Lcu.1GRN.7g031160,Lcu.1GRN.7g031160,Transmembrane protein
Lcu.1GRN.Chr6,301337313,301337969,Lcu.1GRN.6g035850,Lcu.1GRN.6g035850,Transmembrane protein
Lcu.1GRN.Chr7,234767831,234768448,Lcu.1GRN.7g030810,Lcu.1GRN.7g030810,Transmembrane protein
Lcu.1GRN.Chr1,370301630,370302117,Lcu.1GRN.1g036030,Lcu.1GRN.1g036030,Transmembrane protein;  putative
Lcu.1GRN.Chr7,83570105,83570485,Lcu.1GRN.7g015580,Lcu.1GRN.7g015580,Transposase
Lcu.1GRN.Chr3,118293961,118294909,Lcu.1GRN.3g015370,Lcu.1GRN.3g015370,Transposase_23 domain-containing protein
Lcu.1GRN.Chr7,72008387,72010342,Lcu.1GRN.7g014510,Lcu.1GRN.7g014510,Transposon protein;  putative;  CACTA;  En/Spm sub-class
Lcu.1GRN.Chr3,117141735,117142125,Lcu.1GRN.3g015220,Lcu.1GRN.3g015220,Transposon Ty3-G Gag-Pol polyprotein
Lcu.1GRN.Chr7,244099590,244099980,Lcu.1GRN.7g031710,Lcu.1GRN.7g031710,Transposon Ty3-G Gag-Pol polyprotein
Lcu.1GRN.Chr7,244104440,244104830,Lcu.1GRN.7g031720,Lcu.1GRN.7g031720,Transposon Ty3-G Gag-Pol polyprotein
Lcu.1GRN.Chr3,118327037,118327664,Lcu.1GRN.3g015390,Lcu.1GRN.3g015390,Transposon Ty3-G Gag-Pol polyprotein
Lcu.1GRN.Chr3,118333717,118334339,Lcu.1GRN.3g015400,Lcu.1GRN.3g015400,Transposon Ty3-G Gag-Pol polyprotein
Lcu.1GRN.Chr7,233079886,233080513,Lcu.1GRN.7g030590,Lcu.1GRN.7g030590,Transposon Ty3-G Gag-Pol polyprotein
